,Country,Region,Population,Average Government Expenditure as % of GDP,Annualized percentage change in GDP per capita USD,start_year,end_year
1629,Mexico,Americas,17242393.0,6.545974166666667,-6.107174583023623,1927,1932
1630,Netherlands,Europe,8058927.0,10.663201666666668,-1.7641052332667773,1927,1932
1631,New Zealand,Oceania,1517002.0,20.476916666666668,-1.5703178261602835,1927,1932
1632,Norway,Europe,2853680.0,11.240506666666667,2.0533489092830814,1927,1932
1633,Peru,Americas,5661235.0,6.085953333333333,-3.196414145243509,1927,1932
1634,Portugal,Europe,6944245.0,10.11084,-0.060980303007618364,1927,1932
1635,Russia,Europe,86768690.0,9.406760154797226,3.265204894828,1927,1932
1636,South Africa,Africa,9156043.0,22.30479166666667,-2.0554801189571204,1927,1932
1637,Spain,Europe,23893132.0,14.152903333333333,-0.5272238968373033,1927,1932
1638,Sweden,Europe,6188213.0,10.3830359425,1.2571213164263018,1927,1932
1639,Switzerland,Europe,4076857.0,4.4328979278914,1.0418007969294596,1927,1932
1640,United Kingdom,Europe,46248173.0,28.120058333333333,-0.6359892579099413,1927,1932
1641,United States,Americas,121861566.0,5.003315166666667,-6.185469242721098,1927,1932
1642,Venezuela,Americas,3683506.0,9.667255500000001,1.3756848582983316,1927,1932
1643,Argentina,Americas,12444339.0,11.19596,-3.338385626625029,1928,1933
1644,Australia,Oceania,6535776.0,8.044698333333333,-2.344434432665854,1928,1933
1645,Austria,Europe,6698643.0,19.393676333333335,-4.976291518039188,1928,1933
1646,Belgium,Europe,8125715.0,21.36155855662236,-1.849611535585971,1928,1933
1647,Brazil,Americas,35934239.0,13.570936666666668,-1.4488883202056435,1928,1933
1648,Bulgaria,Europe,6133503.0,17.581886666666666,1.4369086500952255,1928,1933
1649,Canada,Americas,10569491.0,12.294343333333332,-8.20910505381719,1928,1933
1650,Chile,Americas,4871343.0,12.436666666666667,-8.39553882504701,1928,1933
1651,Colombia,Americas,8352177.0,6.333333333333333,1.1440481966229044,1928,1933
1652,Denmark,Europe,3632099.0,10.926261666666667,2.031899074447052,1928,1933
1653,Finland,Europe,3517206.0,18.492775833333333,-0.037107482738318875,1928,1933
1654,France,Europe,40631855.0,22.424785,-0.8819059110069083,1928,1933
1655,Germany,Europe,68666619.0,13.948512166666667,-2.7589203463208034,1928,1933
1656,Greece,Europe,6684536.0,31.255163333333332,1.4034637850642184,1928,1933
1657,Honduras,Americas,1088599.0,7.59537,-3.9815900948629745,1928,1933
1658,Hungary,Europe,8803220.0,2.7203555,-0.3400549612353365,1928,1933
1659,Iceland,Europe,111942.0,11.433214999999999,3.8404837264307767,1928,1933
1660,India,Asia,343404711.0,7.054988333333334,-0.160514471446771,1928,1933
1661,Ireland,Europe,2888461.0,21.63566933333333,,1928,1933
1662,Italy,Europe,41185511.0,19.598276666666667,-0.7747503857461036,1928,1933
1663,Japan,Asia,67243463.0,3.083257833333333,1.2763877005056212,1928,1933
1664,Mexico,Americas,17541066.0,6.553366833333333,-4.188300020093038,1928,1933
1665,Netherlands,Europe,8155281.0,11.365751666666666,-2.8270246408139132,1928,1933
1666,New Zealand,Oceania,1530942.0,21.427575,-2.3025203365901636,1928,1933
1667,Norway,Europe,2870123.0,11.041398333333333,1.453052446613512,1928,1933
1668,Peru,Americas,5753362.0,6.208761666666667,-2.3464781798396284,1928,1933
1669,Portugal,Europe,7030468.0,9.898446666666667,3.3377077182736414,1928,1933
1670,Russia,Europe,87569973.0,7.698482833333333,3.6030646899935626,1928,1933
1671,South Africa,Africa,9340853.0,23.141773333333333,-1.4836371290001704,1928,1933
1672,Spain,Europe,24118905.0,14.983251666666666,-1.1329590214503638,1928,1933
1673,Sweden,Europe,6210556.0,11.107925429166668,1.0131247896107531,1928,1933
1674,Switzerland,Europe,4094135.0,5.343941550258244,0.7150385925529967,1928,1933
1675,United Kingdom,Europe,46480802.0,28.44817666666667,-0.3016148645845651,1928,1933
1676,United States,Americas,122717780.0,5.938446833333333,-6.809678244426054,1928,1933
1677,Venezuela,Americas,3734264.0,9.828049,0.3946397946306135,1928,1933
1678,Argentina,Americas,12663847.0,11.412645,-2.5136977440629815,1929,1934
1679,Australia,Oceania,6591481.0,8.489398333333334,-0.782197338242574,1929,1934
1680,Austria,Europe,6700745.0,19.459862,-5.067615119308099,1929,1934
1681,Belgium,Europe,8152481.0,22.690131410188012,-1.7615750744571113,1929,1934
1682,Brazil,Americas,36670335.0,14.121605,0.08177740250470134,1929,1934
1683,Bulgaria,Europe,6195623.0,17.470068333333334,-0.8317163615581546,1929,1934
1684,Canada,Americas,10684614.0,13.453555,-6.135359605317436,1929,1934
1685,Chile,Americas,4954882.0,12.216666666666667,-5.548065510384214,1929,1934
1686,Colombia,Americas,8476488.0,6.1000000000000005,0.27361324456876,1929,1934
1687,Denmark,Europe,3660794.0,10.641396666666667,1.258560881028914,1929,1934
1688,Finland,Europe,3541810.0,17.996959166666667,1.9197804728613654,1929,1934
1689,France,Europe,40571892.0,24.532141666666664,-2.3040767423579966,1929,1934
1690,Germany,Europe,69152129.0,13.834491,-0.9695241508238306,1929,1934
1691,Greece,Europe,6776418.0,31.372575,0.6400268757049021,1929,1934
1692,Honduras,Americas,1109597.0,7.60508,-4.182728156784476,1929,1934
1693,Hungary,Europe,8866098.0,2.6134246666666665,-0.8714016463579721,1929,1934
1694,Iceland,Europe,113117.0,12.172763333333334,2.8064406911243456,1929,1934
1695,India,Asia,348232496.0,7.333573333333334,-0.8594751015327362,1929,1934
1696,Italy,Europe,41530635.0,20.035259999999997,-1.7936124133325348,1929,1934
1697,Japan,Asia,68109421.0,3.320695833333333,0.48958295318026757,1929,1934
1698,Mexico,Americas,17844913.0,6.724548333333334,-2.1354834332206196,1929,1934
1699,Netherlands,Europe,8252788.0,12.241616666666665,-3.3210084629266556,1929,1934
1700,New Zealand,Oceania,1545009.0,21.968088333333338,-1.9537395364438104,1929,1934
1701,Norway,Europe,2886661.0,10.698988333333332,0.7692943215863668,1929,1934
1702,Peru,Americas,5846988.0,5.969455,-1.8211349544689615,1929,1934
1703,Portugal,Europe,7117763.0,9.756566666666666,2.0785724764192937,1929,1934
1704,Russia,Europe,88378655.0,7.533352833333333,5.45954314165038,1929,1934
1705,South Africa,Africa,9529394.0,23.73358,1.050616349981226,1929,1934
1706,Spain,Europe,24346811.0,15.177375,-1.9489390110399185,1929,1934
1707,Sweden,Europe,6232980.0,11.569834296833333,1.1144729495055516,1929,1934
1708,Switzerland,Europe,4111487.0,6.140091666666667,0.15544083286922472,1929,1934
1709,United Kingdom,Europe,46714602.0,28.413615000000004,0.37789012203692796,1929,1934
1710,United States,Americas,123580010.0,7.1716291666666665,-6.228616526821218,1929,1934
1711,Venezuela,Americas,3785723.0,9.5455045,0.6442621373700108,1929,1934
1712,Argentina,Americas,12887227.0,11.470705,-0.6448935335165107,1930,1935
1713,Australia,Oceania,6647662.0,8.877516666666667,2.46838032698955,1930,1935
1714,Austria,Europe,6702847.0,19.724250166666668,-4.11012292984505,1930,1935
1715,Belgium,Europe,8179335.0,23.85304623024317,-0.3425607049344026,1930,1935
1716,Brazil,Americas,37421510.0,13.931493333333334,1.883272719510476,1930,1935
1717,Bulgaria,Europe,6258372.0,17.084611666666667,-0.38703156344152,1930,1935
1718,Canada,Americas,10800991.0,14.608146666666665,-3.8625089999941964,1930,1935
1719,Chile,Americas,5039853.0,12.548333333333334,-1.5440819666039718,1930,1935
1720,Colombia,Americas,8602649.0,5.75,2.6091805509995902,1930,1935
1721,Denmark,Europe,3689717.0,11.072286666666665,0.516198470775886,1930,1935
1722,Finland,Europe,3566585.0,18.0395945,3.012896281839894,1930,1935
1723,France,Europe,40512018.0,25.007048333333334,-2.050850761848788,1930,1935
1724,Germany,Europe,69641071.0,14.546197117616542,0.7283002931384397,1930,1935
1725,Greece,Europe,6869563.0,28.477945000000002,1.8940896456312917,1930,1935
1726,Honduras,Americas,1131000.0,7.536556666666667,-6.20175870145987,1930,1935
1727,Hungary,Europe,8929425.0,2.681885166666667,0.5523201723144799,1930,1935
1728,Iceland,Europe,114305.0,12.634966666666665,-0.024712435813034617,1930,1935
1729,India,Asia,353128154.0,7.601623333333333,-1.2949927716704002,1930,1935
1730,Italy,Europe,41878651.0,22.100005,0.16786562049935227,1930,1935
1731,Japan,Asia,68986531.0,3.5289513333333336,2.7867726981940733,1930,1935
