,Country,Region,Population,Average Government Expenditure as % of GDP,Annualized percentage change in GDP per capita USD,start_year,end_year
778,Argentina,Americas,5636349.0,11.516636666666665,4.454613762859849,1900,1905
779,Australia,Oceania,3996273.0,2.3441940000000003,,1900,1905
780,Austria,Europe,6292427.0,19.15315,1.6576828466184246,1900,1905
781,Belgium,Europe,7076924.0,11.445663333333334,0.719162878268409,1900,1905
782,Brazil,Americas,20110461.0,16.487624999999998,1.0147847738110283,1900,1905
783,Canada,Americas,6141319.0,6.954256333333333,4.323590299967028,1900,1905
784,Chile,Americas,3351643.0,12.353333333333333,0.47980686140169926,1900,1905
785,Colombia,Americas,4457462.0,5.4,,1900,1905
786,Denmark,Europe,2720375.0,6.326323166666666,2.112130609691598,1900,1905
787,Finland,Europe,2781046.0,10.552086666666666,0.872203643617464,1900,1905
788,France,Europe,40265996.0,13.979806666666667,0.11090666396187387,1900,1905
789,Germany,Europe,60075384.0,19.538858333333334,0.8029450863189735,1900,1905
790,Greece,Europe,5180704.0,24.177090000000003,6.772586206279141,1900,1905
791,India,Asia,288066854.0,6.8501183333333335,1.3983202730750266,1900,1905
792,Italy,Europe,34651950.0,16.82589,1.7924227257154035,1900,1905
793,Japan,Asia,47035703.0,1.8530658333333332,-1.0927638499377168,1900,1905
794,Mexico,Americas,13932988.0,4.9523383333333335,3.624395786724044,1900,1905
795,Netherlands,Europe,5510433.0,12.887075000000001,1.7357621697695391,1900,1905
796,New Zealand,Oceania,917106.0,13.696483333333333,2.566862551868865,1900,1905
797,Norway,Europe,2315246.0,10.204864666666667,0.22515263206279723,1900,1905
798,Peru,Americas,3885402.0,3.815466666666667,5.123024010084176,1900,1905
799,Portugal,Europe,5632428.0,9.589175,-1.0032316714565614,1900,1905
800,Russia,Europe,67843934.0,20.89623333333333,-0.7006729616328089,1900,1905
801,Spain,Europe,19202565.0,12.17984,-0.09556123028759966,1900,1905
802,Sweden,Europe,5289570.0,8.652163443833333,1.3042037544527485,1900,1905
803,Switzerland,Europe,3505221.0,4.097194333333333,1.682187378783273,1900,1905
804,United Kingdom,Europe,42935539.0,10.608551666666667,-0.11302792973770792,1900,1905
805,United States,Americas,82253148.0,2.4958371666666666,2.6059784121419405,1900,1905
806,Argentina,Americas,5851713.0,11.151375,4.635627671377196,1901,1906
807,Australia,Oceania,4058399.0,2.367551666666667,3.2545471467287923,1901,1906
808,Austria,Europe,6357018.0,18.839586666666666,2.4721051893153545,1901,1906
809,Belgium,Europe,7154584.0,11.585403333333334,1.0925045342863093,1901,1906
810,Brazil,Americas,20542081.0,16.123366666666666,1.455045863286042,1901,1906
811,Canada,Americas,6310511.0,6.515267166666667,4.650605099985627,1901,1906
812,Chile,Americas,3394174.0,12.835,1.3434202166686893,1901,1906
813,Colombia,Americas,4548777.0,6.2,,1901,1906
814,Denmark,Europe,2752749.0,6.492323333333334,1.9014878123501333,1901,1906
815,Finland,Europe,2809391.0,11.027261666666666,1.8618804227415575,1901,1906
816,France,Europe,40315932.0,13.834653333333334,1.0984594101085987,1901,1906
817,Germany,Europe,60982895.0,19.42664,1.9617373156865625,1901,1906
818,Greece,Europe,5217700.0,23.855126666666667,7.472942287872364,1901,1906
819,India,Asia,289707671.0,6.616528333333334,1.5339339379597083,1901,1906
820,Italy,Europe,34931305.0,16.789996666666667,2.198237384814039,1901,1906
821,Japan,Asia,47589051.0,2.2021376666666668,0.4950723765484444,1901,1906
822,Mexico,Americas,14062935.0,4.934528333333334,1.7086185447049207,1901,1906
823,Netherlands,Europe,5588646.0,12.61492,1.284401941441149,1901,1906
824,New Zealand,Oceania,941083.0,13.543633333333332,4.327429353368228,1901,1906
825,Norway,Europe,2330932.0,10.160175833333334,1.2429571074640933,1901,1906
826,Peru,Americas,3934585.0,3.9730833333333333,5.109851843365254,1901,1906
827,Portugal,Europe,5680437.0,9.691836666666667,-0.43549439417233105,1901,1906
828,Russia,Europe,68460405.0,19.61532,-1.308425284762238,1901,1906
829,Spain,Europe,19332196.0,12.262741666666665,-0.4300254121537006,1901,1906
830,Sweden,Europe,5323091.0,8.743878066666667,2.393106221766983,1901,1906
831,Switzerland,Europe,3548783.0,4.078012999999999,3.4645380734081854,1901,1906
832,United Kingdom,Europe,43311511.0,10.044236666666666,0.6643618410681063,1901,1906
833,United States,Americas,83829992.0,2.3399373333333333,2.6562759542337,1901,1906
834,Argentina,Americas,6075305.0,10.799825,5.4063522532834085,1902,1907
835,Australia,Oceania,4121490.0,2.5684383333333334,3.954536553985588,1902,1907
836,Austria,Europe,6422272.0,19.002726666666664,2.877732181396442,1902,1907
837,Belgium,Europe,7233095.0,11.572384999999999,1.1032604572061677,1902,1907
838,Brazil,Americas,20982964.0,16.170438333333333,1.4515935911306732,1902,1907
839,Canada,Americas,6484363.0,6.467082166666667,3.2068529836915216,1902,1907
840,Chile,Americas,3437240.0,13.006666666666668,1.0118222484195138,1902,1907
841,Colombia,Americas,4641963.0,7.633333333333333,,1902,1907
842,Denmark,Europe,2785508.0,6.456197833333333,2.1649592312962707,1902,1907
843,Finland,Europe,2838025.0,10.802961666666667,2.88117442404372,1902,1907
844,France,Europe,40365927.0,13.36884,2.432435920001841,1902,1907
845,Germany,Europe,61904101.0,19.226593333333334,2.4301435756264533,1902,1907
846,Greece,Europe,5254961.0,23.584801666666667,3.3839176152507866,1902,1907
847,India,Asia,291357804.0,6.556226666666667,-1.3032069534064217,1902,1907
848,Italy,Europe,35212911.0,16.392413333333334,2.5212644427801134,1902,1907
849,Japan,Asia,48148908.0,2.482365,2.3911355871156115,1902,1907
850,Mexico,Americas,14194091.0,5.041621666666667,4.442575217703304,1902,1907
851,Netherlands,Europe,5667969.0,12.493275000000002,0.058122394589998905,1902,1907
852,New Zealand,Oceania,965687.0,13.343766666666667,4.5032479948341475,1902,1907
853,Norway,Europe,2346723.0,10.034115,1.5478934524776111,1902,1907
854,Peru,Americas,3984391.0,4.1700116666666664,5.0782610250379445,1902,1907
855,Portugal,Europe,5728855.0,9.869443333333335,-0.05575693368086165,1902,1907
856,Russia,Europe,69082476.0,18.494351666666667,-2.8448903219729704,1902,1907
857,Spain,Europe,19462702.0,12.178948333333333,1.1906398707766774,1902,1907
858,Sweden,Europe,5356825.0,8.712629160666667,3.982226010012546,1902,1907
859,Switzerland,Europe,3592885.0,4.070128166666667,2.4568146235396604,1902,1907
860,United Kingdom,Europe,43690776.0,9.440305,0.6457464722900985,1902,1907
861,United States,Americas,85437050.0,2.2367191666666666,2.792623604447675,1902,1907
862,Argentina,Americas,6307441.0,10.063526666666666,4.479559037109082,1903,1908
863,Australia,Oceania,4185562.0,2.6044633333333334,3.0200166747064383,1903,1908
864,Austria,Europe,6488195.0,19.023228333333332,2.751175780670878,1903,1908
865,Belgium,Europe,7312468.0,11.509518333333332,0.9457573487844595,1903,1908
866,Brazil,Americas,21433310.0,16.689505,0.9429383341005293,1903,1908
867,Canada,Americas,6663003.0,6.864200333333334,1.4292234109388957,1903,1908
868,Chile,Americas,3480848.0,12.81,3.550323228730301,1903,1908
869,Colombia,Americas,4737057.0,8.025,,1903,1908
870,Denmark,Europe,2818657.0,6.528420166666667,1.5933484591731384,1903,1908
871,Finland,Europe,2866950.0,11.068328333333334,1.6422285393604463,1903,1908
872,France,Europe,40415980.0,13.149578333333332,1.6506818553587932,1903,1908
873,Germany,Europe,62839208.0,19.060708333333334,1.604599642940352,1903,1908
874,Greece,Europe,5292488.0,23.117566666666665,3.271896218245396,1903,1908
875,India,Asia,293017306.0,6.460576666666667,-1.2932493052379201,1903,1908
876,Italy,Europe,35496784.0,16.254063333333335,2.476774167479645,1903,1908
877,Japan,Asia,48715351.0,2.6685375,0.5512833731785793,1903,1908
878,Mexico,Americas,14326467.0,5.023805,2.1780574754428184,1903,1908
879,Netherlands,Europe,5748418.0,12.401693333333334,0.39986496263182403,1903,1908
880,New Zealand,Oceania,990935.0,12.898633333333335,1.1054918624829213,1903,1908
881,Norway,Europe,2362621.0,10.306417666666666,1.8736695930538172,1903,1908
882,Peru,Americas,4034828.0,4.487471666666667,4.117285903906764,1903,1908
883,Portugal,Europe,5777686.0,9.977673333333334,-0.8349906599607659,1903,1908
884,Russia,Europe,69710198.0,19.341344501686077,-2.588887754938096,1903,1908
885,Spain,Europe,19594089.0,11.993668333333334,1.7042565154010259,1903,1908
886,Sweden,Europe,5390772.0,8.826082143333332,2.222175587133468,1903,1908
887,Switzerland,Europe,3637536.0,4.145179166666666,3.036899281444616,1903,1908
888,United Kingdom,Europe,44073361.0,8.851961666666666,0.05860015153651421,1903,1908
889,United States,Americas,87074899.0,2.2829111666666666,0.08315819352415765,1903,1908
890,Argentina,Americas,6532092.0,10.042066666666667,3.2726478876691223,1904,1909
891,Australia,Oceania,4254685.0,2.537585,3.165691150784622,1904,1909
892,Austria,Europe,6538009.0,19.97349,2.464198860122968,1904,1909
893,Belgium,Europe,7377299.0,11.567463333333334,0.7717447460049431,1904,1909
894,Brazil,Americas,21892657.0,16.548031666666667,2.051266597847956,1904,1909
895,Canada,Americas,6835990.0,6.869810333333334,3.3313941780360734,1904,1909
896,Chile,Americas,3525079.0,12.838333333333333,2.0074923249941534,1904,1909
897,Colombia,Americas,4837936.0,8.120000000000001,,1904,1909
898,Denmark,Europe,2852179.0,6.78526,1.832540277304573,1904,1909
899,Finland,Europe,2894148.0,11.668411666666666,1.7093142840485465,1904,1909
900,France,Europe,40408851.0,13.055983333333332,2.3804151573174392,1904,1909
901,Germany,Europe,63557664.0,19.30619666666667,1.1687389659325476,1904,1909
902,Greece,Europe,5330209.0,23.030041666666666,2.6926574654055235,1904,1909
903,Iceland,Europe,86567.0,7.98153,,1904,1909
904,India,Asia,294397607.0,6.146936666666666,1.2002353757469608,1904,1909
905,Italy,Europe,35739219.0,16.127963333333334,2.4598375793051686,1904,1909
906,Japan,Asia,49292444.0,2.8501469999999998,0.6407844158388132,1904,1909
907,Mexico,Americas,14429522.0,4.622696666666666,2.411022835260068,1904,1909
908,Netherlands,Europe,5830495.0,12.247833333333334,1.1985369060887319,1904,1909
909,New Zealand,Oceania,1014998.0,12.870833333333332,1.0667422709986774,1904,1909
910,Norway,Europe,2380237.0,10.336616666666666,2.1319803512676927,1904,1909
911,Peru,Americas,4085875.0,4.647706666666667,3.738832782690271,1904,1909
912,Portugal,Europe,5819754.0,10.112544999999999,-1.0834214491209249,1904,1909
913,Russia,Europe,70343622.0,20.414344681540864,-1.3481427314448013,1904,1909
914,Spain,Europe,19726214.0,11.849508333333333,2.403790429547592,1904,1909
915,Sweden,Europe,5426317.0,9.086517692666666,1.9960020126816413,1904,1909
916,Switzerland,Europe,3676239.0,4.363737166666667,2.6964930625254846,1904,1909
917,United Kingdom,Europe,44417852.0,8.688793333333333,0.39386972336381554,1904,1909
918,United States,Americas,88647362.0,2.2973635,2.5150333966894367,1904,1909
919,Argentina,Americas,6748544.0,10.080163333333333,2.0096351483653407,1905,1910
920,Australia,Oceania,4329018.0,2.550125,4.228918063480158,1905,1910
921,Austria,Europe,6571587.0,19.943818333333333,1.3151672989538898,1905,1910
922,Belgium,Europe,7427418.0,11.937301666666668,0.947940404883596,1905,1910
923,Brazil,Americas,22361184.0,15.96842,1.8133679351976184,1905,1910
924,Canada,Americas,7002961.0,6.7708105,2.753522670505437,1905,1910
925,Chile,Americas,3569943.0,12.871666666666668,5.309286071853747,1905,1910
926,Colombia,Americas,4944811.0,7.75,3.258520357230421,1905,1910
927,Denmark,Europe,2886076.0,6.7516205000000005,2.0187782337478977,1905,1910
928,Finland,Europe,2919587.0,11.700211666666666,1.8127992065678278,1905,1910
929,France,Europe,40344819.0,12.875658333333334,0.7683282212970877,1905,1910
930,Germany,Europe,64056716.0,19.77953,1.418807987528603,1905,1910
931,Greece,Europe,5368127.0,23.08874833333333,1.4978391097396404,1905,1910
932,Iceland,Europe,87565.0,7.677805,,1905,1910
933,India,Asia,295496971.0,6.032118333333333,1.5978581872039488,1905,1910
934,Italy,Europe,35939804.0,16.177301666666665,1.9374481033430202,1905,1910
935,Japan,Asia,49880362.0,2.987918666666667,1.8266191194965753,1905,1910
936,Mexico,Americas,14503032.0,4.240753333333333,0.5721924755043073,1905,1910
937,Netherlands,Europe,5914229.0,12.095458333333333,1.1842306853146356,1905,1910
938,New Zealand,Oceania,1037814.0,12.887316666666665,2.0575828673538687,1905,1910
939,Norway,Europe,2399597.0,10.291089666666666,2.982951770583697,1905,1910
940,Peru,Americas,4137540.0,4.674141666666666,2.646626659085971,1905,1910
941,Portugal,Europe,5854984.0,10.133991666666667,-0.028910482611854693,1905,1910
942,Russia,Europe,70982800.0,21.665238153463957,1.1466592056927905,1905,1910
943,Spain,Europe,19859082.0,12.134881666666667,1.9551611732316676,1905,1910
944,Sweden,Europe,5463482.0,9.088867649,2.705353260198917,1905,1910
945,Switzerland,Europe,3708897.0,4.3983495,2.299292447239809,1905,1910
946,United Kingdom,Europe,44723743.0,8.669688666666666,0.3949074622707327,1905,1910
947,United States,Americas,90151889.0,2.238396,1.121569590277427,1905,1910
948,Argentina,Americas,6956048.0,9.761746666666665,1.2500415502525675,1906,1911
949,Australia,Oceania,4408726.0,2.5643499999999997,2.971957034864281,1906,1911
950,Austria,Europe,6588803.0,20.270285,1.1823548504868997,1906,1911
951,Belgium,Europe,7462655.0,12.032246666666666,1.1270964637770664,1906,1911
952,Brazil,Americas,22839075.0,15.56273,1.9286474686132093,1906,1911
953,Canada,Americas,7163537.0,6.753833166666666,1.8119717669198954,1906,1911
954,Chile,Americas,3615449.0,13.068333333333333,4.058015202838083,1906,1911
955,Colombia,Americas,5057903.0,7.733333333333333,3.737743973688379,1906,1911
956,Denmark,Europe,2920355.0,6.838424,2.5066975483504894,1906,1911
957,Finland,Europe,2943234.0,11.756594999999999,1.5655896927755597,1906,1911
958,France,Europe,40224160.0,12.583721666666667,2.2834208359348906,1906,1911
959,Germany,Europe,64333569.0,20.261593333333334,1.4994181933589257,1906,1911
960,Greece,Europe,5406242.0,23.154700000000002,6.6374053041694525,1906,1911
961,Iceland,Europe,88552.0,7.5273900000000005,,1906,1911
962,India,Asia,296313651.0,5.715890000000001,0.9844749180078605,1906,1911
963,Italy,Europe,36098124.0,15.764114999999999,1.5277226687348877,1906,1911
964,Japan,Asia,50479280.0,2.8364941666666668,0.7954718829068508,1906,1911
965,Mexico,Americas,14546769.0,4.127773333333333,0.18709204754641107,1906,1911
966,Netherlands,Europe,5999652.0,11.81594,1.4963197729180866,1906,1911
967,New Zealand,Oceania,1059319.0,12.68705,1.351045599904377,1906,1911
968,Norway,Europe,2420731.0,10.2426345,2.5530695495869615,1906,1911
969,Peru,Americas,4189831.0,4.775891666666666,1.4802931960629317,1906,1911
970,Portugal,Europe,5883300.0,10.163146666666668,0.23633306210033567,1906,1911
971,Russia,Europe,71599548.0,23.066164277578196,0.9507554660822315,1906,1911
972,Spain,Europe,19992695.0,12.201993333333334,2.3430799737807817,1906,1911
973,Sweden,Europe,5502286.0,9.0562956685,1.5788947774121764,1906,1911
974,Switzerland,Europe,3735410.0,4.164223333333333,1.1872819381342214,1906,1911
975,United Kingdom,Europe,44990527.0,8.6887945,0.35563906592142036,1906,1911
976,United States,Americas,91585865.0,2.2176386666666663,-0.48925901717561393,1906,1911
977,Argentina,Americas,7153812.0,9.719381666666665,2.537889879661437,1907,1912
978,Australia,Oceania,4493975.0,2.6294033333333333,2.0879619990516796,1907,1912
979,Austria,Europe,6589530.0,20.737683333333333,1.0344160265935098,1907,1912
980,Belgium,Europe,7482838.0,12.013863333333333,1.3887565650200662,1907,1912
981,Brazil,Americas,23326514.0,15.539995,1.6418841723498723,1907,1912
982,Canada,Americas,7317326.0,7.0155961666666675,2.4719554122712095,1907,1912
983,Chile,Americas,3661606.0,13.125,4.752077116995235,1907,1912
984,Colombia,Americas,5177435.0,7.3999999999999995,3.445954410668284,1907,1912
985,Denmark,Europe,2955018.0,6.611262333333333,1.7650061098156256,1907,1912
986,Finland,Europe,2965059.0,11.967583333333332,1.9732587025453663,1907,1912
987,France,Europe,40047151.0,12.259601666666667,2.9846642902041642,1907,1912
988,Germany,Europe,64385385.0,20.339056666666668,1.650975141764266,1907,1912
989,Greece,Europe,5444555.0,23.145398333333333,4.9688498136923,1907,1912
990,Iceland,Europe,89526.0,7.567515,,1907,1912
991,India,Asia,296845891.0,5.663683333333334,2.2940525312503457,1907,1912
992,Italy,Europe,36213760.0,15.697418333333333,1.0196435095851442,1907,1912
993,Japan,Asia,51089380.0,2.671620666666667,0.600927984878008,1907,1912
994,Mexico,Americas,14560504.0,4.10333,-0.9218584175687883,1907,1912
995,Netherlands,Europe,6086795.0,11.652788333333334,2.508521296402577,1907,1912
996,New Zealand,Oceania,1079444.0,12.760983333333334,-0.6366738254823812,1907,1912
997,Norway,Europe,2443667.0,10.300963833333332,2.848710246548869,1907,1912
998,Peru,Americas,4242755.0,4.948463333333334,0.9634592999279379,1907,1912
999,Portugal,Europe,5904627.0,10.371016666666668,0.1654390824871177,1907,1912
1000,Russia,Europe,72250136.0,24.18282741400641,2.4013123404934555,1907,1912
1001,Spain,Europe,20127058.0,12.31718,1.120243461475634,1907,1912
1002,Sweden,Europe,5542751.0,8.973915190666666,1.0649444881393189,1907,1912
1003,Switzerland,Europe,3755677.0,3.9198383333333333,2.1692733998697644,1907,1912
1004,United Kingdom,Europe,45217688.0,8.813858666666667,0.36569641240986606,1907,1912
1005,United States,Americas,92946603.0,2.2281856666666666,0.05836380558028598,1907,1912
1006,Argentina,Americas,7341005.0,9.663228333333334,0.7590547746820775,1908,1913
1007,Australia,Oceania,4584938.0,2.715320333333333,2.0142219888835466,1908,1913
1008,Austria,Europe,6573637.0,20.237666965069874,0.847448101342696,1908,1913
1009,Belgium,Europe,7487791.0,12.093784999999999,1.4770758953192464,1908,1913
1010,Brazil,Americas,23823693.0,15.359598333333333,2.2670848608502103,1908,1913
1011,Canada,Americas,7463921.0,7.089107333333334,4.522287961094129,1908,1913
1012,Chile,Americas,3708422.0,12.776666666666666,3.7465660332085315,1908,1913
1013,Colombia,Americas,5303643.0,6.583333333333333,3.0592420682502564,1908,1913
1014,Denmark,Europe,2990070.0,6.612058833333333,1.924818141457152,1908,1913
1015,Finland,Europe,2985029.0,12.13315,2.9127780722552954,1908,1913
1016,France,Europe,39814066.0,12.211031666666665,3.068643621628686,1908,1913
1017,Germany,Europe,64209282.0,23.67032,2.3265443099327987,1908,1913
1018,Greece,Europe,5483067.0,22.813995000000002,-4.762748269146377,1908,1913
1019,Iceland,Europe,90488.0,7.3706879999999995,,1908,1913
1020,India,Asia,297091925.0,5.7145280000000005,1.6583224289559606,1908,1913
1021,Italy,Europe,36286291.0,15.934875,1.6334137505720436,1908,1913
1022,Japan,Asia,51710843.0,2.5596628333333333,0.7735261690362982,1908,1913
1023,Mexico,Americas,14544007.0,3.8688533333333335,-1.8756836378296504,1908,1913
1024,Netherlands,Europe,6175690.0,11.528035000000001,3.1437975615913105,1908,1913
1025,New Zealand,Oceania,1098120.0,13.334618333333333,0.9268480360485887,1908,1913
1026,Norway,Europe,2468434.0,10.471106666666666,4.246436766874595,1908,1913
1027,Peru,Americas,4296321.0,5.576811666666667,1.2439257113680213,1908,1913
1028,Portugal,Europe,5918888.0,10.270466666666666,0.5304244310071038,1908,1913
1029,Russia,Europe,72906633.0,25.448184035929618,3.8448545817652224,1908,1913
1030,South Africa,Africa,6397751.0,18.81766,,1908,1913
1031,Spain,Europe,20262175.0,12.730475,1.6461113409952821,1908,1913
1032,Sweden,Europe,5584898.0,8.799142989166667,2.973786361352415,1908,1913
1033,Switzerland,Europe,3769598.0,3.6620530000000002,1.7147148542762336,1908,1913
1034,United Kingdom,Europe,45404707.0,8.9391255,2.100566780843005,1908,1913
1035,United States,Americas,94231351.0,2.2371826666666665,2.4293829703233794,1908,1913
1036,Argentina,Americas,7533097.0,10.02768,-2.2484611809304833,1909,1914
1037,Australia,Oceania,4677743.0,2.754350666666667,0.23500051409695022,1909,1914
1038,Austria,Europe,6557782.0,19.920991764023796,-2.549670082575839,1909,1914
1039,Belgium,Europe,7492747.0,12.11038695622385,-0.2776420030511706,1909,1914
1040,Brazil,Americas,24331468.0,15.38635,0.16979812129511718,1909,1914
1041,Canada,Americas,7613451.0,7.430986999999999,0.6938267169035006,1909,1914
1042,Chile,Americas,3755832.0,12.836666666666666,0.016472594524641337,1909,1914
1043,Colombia,Americas,5432927.0,5.983333333333333,2.683824011670821,1909,1914
1044,Denmark,Europe,3025539.0,6.329125,2.4612851693418536,1909,1914
1045,Finland,Europe,3005133.0,11.867666666666667,1.2155105635194063,1909,1914
1046,France,Europe,39582334.0,11.909060984855339,0.4508922748162725,1909,1914
1047,Germany,Europe,64033646.0,23.521822852674408,-1.2422499597889214,1909,1914
1048,Greece,Europe,5521851.0,22.26400329425424,-0.6674641099738143,1909,1914
1049,Iceland,Europe,91461.0,7.371945,2.763311976923366,1909,1914
1050,India,Asia,297338132.0,5.691766833333333,0.3443907852107575,1909,1914
1051,Italy,Europe,36358965.0,17.578725000000002,0.1007546919276292,1909,1914
1052,Japan,Asia,52339865.0,2.5056776666666667,0.5145137170554648,1909,1914
1053,Mexico,Americas,14527526.0,3.7558203115045106,-2.1209915025242165,1909,1914
1054,Netherlands,Europe,6265882.0,9.6080425,1.3426068796786206,1909,1914
1055,New Zealand,Oceania,1117119.0,13.980615,1.5122895045825313,1909,1914
1056,Norway,Europe,2493453.0,9.6592375,3.650128201008229,1909,1914
1057,Peru,Americas,4350562.0,5.749171666666666,0.7769360585839102,1909,1914
1058,Portugal,Europe,5933183.0,10.159422787292003,0.7655706243083982,1909,1914
1059,Russia,Europe,73569093.0,25.13686898286372,0.7485192277876029,1909,1914
1060,South Africa,Africa,6501260.0,22.223985,,1909,1914
1061,Spain,Europe,20398200.0,13.09547,0.4612212127377724,1909,1914
1062,Sweden,Europe,5627365.0,8.452195513166666,3.587379136539637,1909,1914
1063,Switzerland,Europe,3783571.0,3.4430500807614965,-0.6887570711875624,1909,1914
1064,United Kingdom,Europe,45592500.0,12.041848833333333,1.6344109440425747,1909,1914
1065,United States,Americas,95533839.0,2.168693333333333,-1.4697455565793827,1909,1914
1066,Argentina,Americas,7730214.0,9.713266666666668,-3.2387214912354745,1910,1915
1067,Australia,Oceania,4772426.0,3.185566833333333,-1.3466811286261038,1910,1915
1068,Austria,Europe,6541966.0,18.704953128179188,-3.9879966324415816,1910,1915
1069,Belgium,Europe,7497707.0,12.041788902744194,-1.2909951616368986,1910,1915
1070,Brazil,Americas,24850065.0,15.462518333333334,0.7239647083407297,1910,1915
1071,Canada,Americas,7765975.0,8.506870000000001,0.4558713373436829,1910,1915
1072,Chile,Americas,3803843.0,12.526666666666666,-3.302939857609122,1910,1915
1073,Colombia,Americas,5565363.0,5.25,2.6092760212911736,1910,1915
1074,Denmark,Europe,3061428.0,6.060200166666667,0.42093776650176107,1910,1915
1075,Finland,Europe,3025373.0,11.485066666666667,-0.2406453325945468,1910,1915
1076,France,Europe,39351947.0,11.736824535493083,1.477231679248936,1910,1915
1077,Germany,Europe,63858476.0,23.08085782552389,-2.6703040200585892,1910,1915
1078,Greece,Europe,5560909.0,22.01464335137845,-5.917120933304765,1910,1915
1079,Iceland,Europe,92444.0,7.015205000000001,1.0372151969896937,1910,1915
1080,India,Asia,297584511.0,5.711537166666666,-0.0789237135451426,1910,1915
1081,Italy,Europe,36431783.0,21.684248333333333,-0.9356844677954612,1910,1915
1082,Japan,Asia,52976538.0,2.4397818333333334,2.0118359226035443,1910,1915
1083,Mexico,Americas,14511060.0,3.6936549498926854,-2.3683195292865777,1910,1915
1084,Netherlands,Europe,6357392.0,7.697585833333334,1.0104204030681574,1910,1915
1085,New Zealand,Oceania,1136447.0,14.138096666666668,-0.3940057543919573,1910,1915
1086,Norway,Europe,2518725.0,9.038235666666667,3.0914005190118887,1910,1915
1087,Peru,Americas,4405488.0,5.6992400000000005,2.0594476812697993,1910,1915
1088,Portugal,Europe,5947512.0,10.092853191210727,-0.06417235159087431,1910,1915
1089,Russia,Europe,74237572.0,24.742530438448934,0.8620692896000204,1910,1915
1090,South Africa,Africa,6606440.0,23.869190000000003,,1910,1915
1091,Spain,Europe,20535137.0,14.1453,1.4707922195461354,1910,1915
1092,Sweden,Europe,5670156.0,8.4500235215,3.583807517439852,1910,1915
1093,Switzerland,Europe,3797595.0,3.0514264875461046,-1.548936443519222,1910,1915
1094,United Kingdom,Europe,45781070.0,17.955138833333333,2.178993683818331,1910,1915
1095,United States,Americas,96854312.0,2.1352783333333334,-0.9942792698186098,1910,1915
1096,Argentina,Americas,7932490.0,9.354838333333333,-3.6902595882187916,1911,1916
1097,Australia,Oceania,4869025.0,3.9394481666666668,-1.3174152759980906,1911,1916
1098,Austria,Europe,6526188.0,18.305321455520147,-4.581263351027298,1911,1916
1099,Belgium,Europe,7502669.0,12.09987231698903,-0.7953493440667536,1911,1916
1100,Brazil,Americas,25379715.0,15.351406666666668,-0.9108306089427365,1911,1916
1101,Canada,Americas,7921554.0,10.138885833333333,1.4999622843810512,1911,1916
1102,Chile,Americas,3852462.0,11.71,0.6897054561224136,1911,1916
1103,Colombia,Americas,5701026.0,5.316666666666666,2.66794200461824,1911,1916
1104,Denmark,Europe,3097742.0,5.776688,0.2064509460476538,1911,1916
1105,Finland,Europe,3045749.0,11.368316666666667,-0.427644824925999,1911,1916
1106,France,Europe,39122898.0,11.61019506189435,0.43530625705734405,1911,1916
1107,Germany,Europe,63683770.0,22.648854931918525,-2.764743364658917,1911,1916
1108,Greece,Europe,5600243.0,21.535181812101285,-13.445385589677128,1911,1916
1109,Iceland,Europe,93438.0,6.8941316666666665,-2.2117347622514494,1911,1916
1110,India,Asia,297831063.0,5.596369,0.6844039579328998,1911,1916
1111,Italy,Europe,36504744.0,25.920488333333335,0.46495145399374493,1911,1916
1112,Japan,Asia,53620954.0,2.1589575,3.7440814380913956,1911,1916
1113,Mexico,Americas,14494609.0,3.7072084241788166,-0.09361847730737782,1911,1916
1114,Netherlands,Europe,6450239.0,5.839046333333333,0.6435708492651182,1911,1916
1115,New Zealand,Oceania,1156110.0,14.193576666666667,-1.3158447601474332,1911,1916
1116,Norway,Europe,2544253.0,8.205791333333334,4.286943063189974,1911,1916
1117,Peru,Americas,4461108.0,5.517488333333333,3.71087606084215,1911,1916
1118,Portugal,Europe,5961877.0,10.333833638935522,-0.13812281344720567,1911,1916
1119,Russia,Europe,74912123.0,24.27114940039762,2.201453146542409,1911,1916
1120,South Africa,Africa,6713319.0,22.6642875,,1911,1916
1121,Spain,Europe,20672994.0,14.204446666666668,0.7423145719827717,1911,1916
1122,Sweden,Europe,5713272.0,8.342416199,4.256598516087973,1911,1916
1123,Switzerland,Europe,3811672.0,2.7576212469271204,0.016496613123306858,1911,1916
1124,United Kingdom,Europe,45970420.0,28.313996833333334,1.2938408113520872,1911,1916
1125,United States,Americas,98193018.0,2.032706333333333,0.99604775561839,1911,1916
1126,Argentina,Americas,8140058.0,8.897911666666667,-6.474731774530296,1912,1917
1127,Australia,Oceania,4967579.0,4.972667833333333,-1.5192260995520956,1912,1917
1128,Austria,Europe,6510448.0,17.940896221478617,-5.655032882240219,1912,1917
1129,Belgium,Europe,7507636.0,12.330139392070478,-4.185026976317041,1912,1917
1130,Brazil,Americas,25920654.0,15.368788333333333,0.6007092749518828,1912,1917
1131,Canada,Americas,8080249.0,11.626107666666668,1.269836100971089,1912,1917
1132,Chile,Americas,3901698.0,10.645000000000001,-0.5394765290226755,1912,1917
1133,Colombia,Americas,5839997.0,5.183333333333333,2.425869126104141,1912,1917
1134,Denmark,Europe,3134488.0,5.8285805,-1.0162153095315651,1912,1917
1135,Finland,Europe,3066262.0,11.634450000000001,-4.715002464194207,1912,1917
