,Country,Region,Population,Average Government Expenditure as % of GDP,Percentage change in GDP per capita USD,start_year,end_year
3332,Paraguay,Americas,2463782.0,13.362416000000001,,1966,1971
3333,Peru,Americas,13911970.0,17.246478166666666,3.378602186154356,1966,1971
3334,Philippines,Asia,38421740.0,11.027442666666667,9.332321699544766,1966,1971
3335,Poland,Europe,32710744.0,27.480033333333335,17.934611757309014,1966,1971
3336,Portugal,Europe,8700518.0,15.357951666666667,40.997438601777915,1966,1971
3337,Romania,Europe,20145242.0,29.518150000000002,21.874090027783378,1966,1971
3338,Russia,Europe,130719656.0,13.29552805462778,27.271517892776377,1966,1971
3339,South Africa,Africa,23031448.0,20.246844666666664,14.387365498090944,1966,1971
3340,South Korea,Asia,33288372.0,17.964101,16.55195100792708,1966,1971
3341,South Korea,Asia,33288372.0,17.964101,16.55195100792708,1966,1971
3342,South Korea,Asia,33288372.0,17.964101,8.298594389673752,1966,1971
3343,Spain,Europe,34133624.0,13.093141833333334,25.56923480412989,1966,1971
3344,Sweden,Europe,8073823.0,29.424323886666667,16.567232675539234,1966,1971
3345,Switzerland,Europe,6213706.0,15.158851166666665,21.07557946929819,1966,1971
3346,Thailand,Asia,36807996.0,17.323161,22.16792536650378,1966,1971
3347,Turkey,Asia,36359956.0,21.1747925,23.300209205020916,1966,1971
3348,United Kingdom,Europe,55875904.0,43.13921333333334,10.680967189185765,1966,1971
3349,United States,Americas,202907920.0,32.75557666666666,8.278219184162626,1966,1971
3350,Uruguay,Americas,2805497.0,15.465016666666665,3.1197192252697237,1966,1971
3351,Venezuela,Americas,11705678.0,20.025642333333334,7.182164526597989,1966,1971
3352,Argentina,Americas,24612798.0,14.582679833333332,19.313725490196077,1967,1972
3353,Australia,Oceania,13300319.0,28.17791995,15.571662380173024,1967,1972
3354,Austria,Europe,7542083.0,41.080897,29.82230623818525,1967,1972
3355,Belgium,Europe,9700295.0,37.996829999999996,26.796210497199358,1967,1972
3356,Bolivia,Americas,4793809.0,12.603686666666666,15.19027822193797,1967,1972
3357,Brazil,Americas,101194392.0,13.993155000000002,44.40052700922266,1967,1972
3358,Canada,Americas,22222228.0,38.73025333333333,18.003171367085734,1967,1972
3359,Chile,Americas,10145762.0,23.403333333333336,7.399470565990174,1967,1972
3360,Colombia,Americas,21898060.0,9.950000000000001,20.504731861198742,1967,1972
3361,Costa Rica,Americas,1955556.0,16.759636,22.967403521918328,1967,1972
3362,Denmark,Europe,4981082.0,30.726631,18.37081733406474,1967,1972
3363,Dominican Republic,Americas,4724807.0,14.523516666666666,32.428765264586154,1967,1972
3364,Finland,Europe,4639834.0,23.30616516666667,31.475487487171392,1967,1972
3365,France,Europe,51410364.0,21.721427666666667,23.790526849037484,1967,1972
3366,Germany,Europe,78643560.0,36.106955666666664,22.177715468322322,1967,1972
3367,Ghana,Africa,9365950.0,12.462249499999999,4.732895970009365,1967,1972
3368,Greece,Europe,8616664.0,27.189354499999997,49.45514445007602,1967,1972
3369,Haiti,Americas,4853118.0,10.28735,10.323886639676116,1967,1972
3370,Honduras,Americas,2956027.0,13.767242833333334,1.5767634854771728,1967,1972
3371,Hong Kong,Asia,4128332.0,11.652116666666666,42.253144233342255,1967,1972
3372,Iceland,Europe,209199.0,32.30035083333333,18.604015844829934,1967,1972
3373,India,Asia,582837952.0,13.874600000000001,3.3437013996889586,1967,1972
3374,Indonesia,Asia,121504136.0,12.686549833333332,44.013605442176875,1967,1972
3375,Ireland,Europe,3013995.0,45.10509666666667,24.498886414253906,1967,1972
3376,Israel,Asia,3120955.0,43.15468065419622,52.32909860859045,1967,1972
3377,Italy,Europe,53995428.0,32.24881966666667,18.989314336598405,1967,1972
3378,Japan,Asia,108220400.0,21.41451216666667,50.0877192982456,1967,1972
3379,Mexico,Americas,53543432.0,13.76612,18.330071754729293,1967,1972
3380,Netherlands,Europe,13324182.0,39.685431666666666,21.81641691439664,1967,1972
3381,New Zealand,Oceania,2920886.0,28.708411666666667,10.935572913607805,1967,1972
3382,Nicaragua,Americas,2603188.0,13.006783333333333,0.9555555555555539,1967,1972
3383,Norway,Europe,3933047.0,40.078493333333334,15.905459387483356,1967,1972
3384,Pakistan,Asia,62509568.0,17.518655833333334,11.323641928079574,1967,1972
3385,Panama,Americas,1602657.0,18.203732333333335,22.197850405790742,1967,1972
3386,Paraguay,Americas,2521512.0,13.2671365,12.74289985052317,1967,1972
3387,Peru,Americas,14292440.0,16.854823833333334,2.5708203700671284,1967,1972
3388,Philippines,Asia,39412484.0,11.641937,9.65107646622123,1967,1972
3389,Poland,Europe,32979398.0,26.21173333333333,22.110091743119263,1967,1972
3390,Portugal,Europe,8833265.0,16.728795,41.817163656726876,1967,1972
3391,Romania,Europe,20382178.0,29.946516666666668,23.80745893205387,1967,1972
3392,Russia,Europe,131456440.0,13.829953129798968,23.190230391539714,1967,1972
3393,South Africa,Africa,23698512.0,21.113597333333335,9.29417653929585,1967,1972
3394,South Korea,Asia,33976860.0,18.387046666666667,13.88604855561406,1967,1972
3395,South Korea,Asia,33976860.0,18.387046666666667,13.88604855561406,1967,1972
3396,South Korea,Asia,33976860.0,18.387046666666667,5.159304418888255,1967,1972
3397,Spain,Europe,34515176.0,13.220382,31.443825168385196,1967,1972
3398,Sweden,Europe,8117718.0,30.388988678333334,15.892188111614391,1967,1972
3399,Switzerland,Europe,6261160.0,18.145281666666666,22.247622871422056,1967,1972
3400,Thailand,Asia,37834384.0,18.086712000000002,17.602363866610382,1967,1972
3401,Turkey,Asia,37188036.0,21.754634166666666,25.451768897938408,1967,1972
3402,United Kingdom,Europe,56057324.0,44.34679,12.386065676114377,1967,1972
3403,United States,Americas,205238384.0,33.236378333333334,11.259959723316705,1967,1972
3404,Uruguay,Americas,2821096.0,17.3225345,4.626967830253248,1967,1972
3405,Venezuela,Americas,12061627.0,20.416397333333332,6.210526315789466,1967,1972
3406,Argentina,Americas,25020592.0,15.134967333333334,21.039580352885068,1968,1973
3407,Australia,Oceania,13513318.0,28.198474118333333,15.514912774338763,1968,1973
3408,Austria,Europe,7584024.0,41.227894,30.315820113520587,1968,1973
3409,Belgium,Europe,9727987.0,41.428245000000004,29.249117196348863,1968,1973
3410,Bolivia,Americas,4902250.0,12.992126666666666,13.367531683765833,1968,1973
3411,Brazil,Americas,103666904.0,13.667011666666667,50.27160493827161,1968,1973
3412,Canada,Americas,22502026.0,39.382445,20.555282286713663,1968,1973
3413,Chile,Americas,10307850.0,25.34,-1.763318018129889,1968,1973
3414,Colombia,Americas,22396324.0,10.183333333333334,21.74197773411919,1968,1973
3415,Costa Rica,Americas,2006254.0,17.391892666666667,23.501973448152125,1968,1973
3416,Denmark,Europe,5008581.0,33.754544333333335,17.80792876828492,1968,1973
3417,Dominican Republic,Americas,4851190.0,14.309933333333333,48.651162790697676,1968,1973
3418,Finland,Europe,4666168.0,22.95804133333333,36.96899224806201,1968,1973
3419,France,Europe,51814076.0,21.389251833333333,24.906813321112132,1968,1973
3420,Germany,Europe,78667472.0,38.32429066666666,21.312726578897156,1968,1973
3421,Ghana,Africa,9637207.0,12.114889,5.997144217039496,1968,1973
3422,Greece,Europe,8666390.0,27.18854233333333,45.3657374314987,1968,1973
3423,Haiti,Americas,4940713.0,10.600431666666667,11.125827814569544,1968,1973
3424,Honduras,Americas,3046721.0,13.778953166666668,3.2886723507917104,1968,1973
3425,Hong Kong,Asia,4234756.0,11.835216666666668,52.24792099792099,1968,1973
3426,Iceland,Europe,212377.0,32.704884666666665,33.91705744431419,1968,1973
3427,India,Asia,596107456.0,13.714348333333334,5.4263565891472965,1968,1973
3428,Indonesia,Asia,124709056.0,13.706875166666668,50.31645569620253,1968,1973
3429,Ireland,Europe,3062017.0,45.285851666666666,19.017070783951297,1968,1973
3430,Israel,Asia,3214277.0,45.44725712556118,37.14540588760036,1968,1973
3431,Italy,Europe,54379588.0,35.32107,16.79184179700959,1968,1973
3432,Japan,Asia,109679472.0,22.021601500000003,43.22986247544205,1968,1973
3433,Mexico,Americas,55228200.0,13.926218333333333,18.112562189054728,1968,1973
3434,Netherlands,Europe,13447575.0,43.322053333333336,20.074863230636343,1968,1973
3435,New Zealand,Oceania,2980643.0,28.84211,17.817835683264917,1968,1973
3436,Nicaragua,Americas,2682751.0,13.032233333333332,4.933242815116534,1968,1973
3437,Norway,Europe,3960705.0,41.36632,18.56279558591698,1968,1973
3438,Pakistan,Asia,64285632.0,17.77605,11.756061719324018,1968,1973
3439,Panama,Americas,1646584.0,18.2794655,20.349326599326602,1968,1973
3440,Paraguay,Americas,2583164.0,13.10551,16.709892552797335,1968,1973
3441,Peru,Americas,14674787.0,17.2098105,9.176029962546806,1968,1973
3442,Philippines,Asia,40406232.0,12.280381,14.06193078324225,1968,1973
3443,Poland,Europe,33270012.0,25.353849999999998,23.70295015259409,1968,1973
3444,Portugal,Europe,8957960.0,18.617632833333335,44.94656881678898,1968,1973
3445,Romania,Europe,20628254.0,30.281816666666668,26.925357067602352,1968,1973
3446,Russia,Europe,132191632.0,14.37974688368243,25.03873197473483,1968,1973
3447,South Africa,Africa,24382514.0,21.565956666666665,9.331361918843427,1968,1973
3448,South Korea,Asia,34659716.0,17.967345666666667,18.635382977535976,1968,1973
3449,South Korea,Asia,34659716.0,17.967345666666667,18.635382977535976,1968,1973
3450,South Korea,Asia,34659716.0,17.967345666666667,12.814917931529424,1968,1973
3451,Spain,Europe,34898152.0,12.803236166666666,35.24669081942173,1968,1973
3452,Sweden,Europe,8156938.0,31.007738071666665,16.719123073583674,1968,1973
3453,Switzerland,Europe,6307365.0,21.323101666666666,21.5388859290089,1968,1973
3454,Thailand,Asia,38873064.0,18.268569333333332,20.056270096463024,1968,1973
3455,Turkey,Asia,38028236.0,22.126446833333333,22.5133430373605,1968,1973
3456,United Kingdom,Europe,56166632.0,45.037958333333336,15.518592177424217,1968,1973
3457,United States,Americas,207314768.0,33.25644666666667,12.287366510489207,1968,1973
3458,Uruguay,Americas,2836824.0,18.737227999999998,7.235142118863047,1968,1973
3459,Venezuela,Americas,12424811.0,20.468977166666665,7.024793388429762,1968,1973
3460,Argentina,Americas,25449752.0,16.298225,18.427387001872162,1969,1974
3461,Australia,Oceania,13713392.0,29.161492288333335,12.318211417408298,1969,1974
3462,Austria,Europe,7597028.0,41.42250833333333,27.674338715218138,1969,1974
3463,Belgium,Europe,9749063.0,44.595483333333334,26.20076398021165,1969,1974
3464,Bolivia,Americas,5013765.0,13.115483333333332,14.05741343592779,1969,1974
3465,Brazil,Americas,106167376.0,13.028308333333333,48.75956410850917,1969,1974
3466,Canada,Americas,22812430.0,40.07588666666667,19.248999368021913,1969,1974
3467,Chile,Americas,10472748.0,27.64439333333333,-4.030780505679732,1969,1974
3468,Colombia,Americas,22897878.0,10.200000000000001,21.56408094435076,1969,1974
3469,Costa Rica,Americas,2058249.0,18.18366,22.310756972111555,1969,1974
3470,Denmark,Europe,5033574.0,37.115912333333334,9.737658956643646,1969,1974
3471,Dominican Republic,Americas,4978588.0,14.1668,42.27115716753023,1969,1974
3472,Finland,Europe,4690582.0,22.461659666666666,27.969754787647517,1969,1974
3473,France,Europe,52163552.0,20.871351666666666,20.458736745043794,1969,1974
3474,Germany,Europe,78620536.0,41.190115666666664,15.545940748753084,1969,1974
3475,Ghana,Africa,9918984.0,11.762228333333333,9.801136363636353,1969,1974
3476,Greece,Europe,8729703.0,27.079388833333336,27.472527472527464,1969,1974
3477,Haiti,Americas,5030663.0,10.427105,14.079895219384419,1969,1974
3478,Honduras,Americas,3136544.0,13.850399833333334,16.736227045075136,1969,1974
3479,Hong Kong,Asia,4342778.0,12.229533333333334,37.32130302320131,1969,1974
3480,Iceland,Europe,215291.0,33.32641316666667,37.27665706051872,1969,1974
3481,India,Asia,609721920.0,13.480033333333333,-0.22271714922048602,1969,1974
3482,Indonesia,Asia,127945192.0,15.161897166666668,40.253018976423235,1969,1974
3483,Ireland,Europe,3110101.0,46.04645,15.650113331959602,1969,1974
3484,Israel,Asia,3303723.0,47.47270746821991,29.8131600324939,1969,1974
3485,Italy,Europe,54750684.0,35.84851833333334,15.470881427072403,1969,1974
3486,Japan,Asia,111100024.0,22.976453000000003,25.592082007776607,1969,1974
3487,Mexico,Americas,56945880.0,14.37294,17.67989138633279,1969,1974
3488,Netherlands,Europe,13560532.0,47.06585833333333,17.755883962780516,1969,1974
3489,New Zealand,Oceania,3042806.0,28.92677,11.886854153041204,1969,1974
3490,Nicaragua,Americas,2769211.0,13.775583333333332,10.955302366345322,1969,1974
3491,Norway,Europe,3985381.0,42.41813833333333,18.45490842258699,1969,1974
3492,Pakistan,Asia,66149172.0,18.274166666666666,8.646350106307587,1969,1974
3493,Panama,Americas,1690680.0,18.732487833333334,14.449356913183276,1969,1974
3494,Paraguay,Americas,2648085.0,12.422371333333333,21.575091575091566,1969,1974
3495,Peru,Americas,15057182.0,17.2946455,12.066905615292711,1969,1974
3496,Philippines,Asia,41388328.0,12.205792166666667,13.08712800286842,1969,1974
3497,Poland,Europe,33578680.0,25.569533333333336,32.071005917159766,1969,1974
3498,Portugal,Europe,9079609.0,20.518599333333334,41.32595295005661,1969,1974
3499,Romania,Europe,20889666.0,31.25576666666667,28.789950155788844,1969,1974
3500,Russia,Europe,132970440.0,14.944644707435039,26.135700105103354,1969,1974
3501,South Africa,Africa,25077016.0,21.551621666666666,8.950715421303656,1969,1974
3502,South Korea,Asia,35319340.0,17.5451655,21.391216115420008,1969,1974
3503,South Korea,Asia,35319340.0,17.5451655,21.391216115420008,1969,1974
3504,South Korea,Asia,35319340.0,17.5451655,7.60209584081406,1969,1974
3505,Spain,Europe,35329900.0,12.5470355,33.13105504098799,1969,1974
3506,Sweden,Europe,8193157.0,31.347568538333334,15.1808482956024,1969,1974
3507,Switzerland,Europe,6341220.0,24.654687166666665,15.288891168124486,1969,1974
3508,Thailand,Asia,39900960.0,17.883555333333334,16.756134969325153,1969,1974
3509,Turkey,Asia,38863424.0,22.20073616666667,25.451136629950778,1969,1974
3510,United Kingdom,Europe,56233776.0,46.465893333333334,12.384066587395948,1969,1974
3511,United States,Americas,209277968.0,33.448325000000004,8.642281463112212,1969,1974
3512,Uruguay,Americas,2853594.0,20.399856,5.633074935400506,1969,1974
3513,Venezuela,Americas,12796220.0,23.051606000000003,8.788809280109188,1969,1974
3514,Argentina,Americas,25875562.0,16.730236666666666,11.229487069335864,1970,1975
3515,Australia,Oceania,13886865.0,30.563003245,9.532505478451414,1970,1975
3516,Austria,Europe,7576929.0,42.3549955,19.482525584089583,1970,1975
3517,Belgium,Europe,9763432.0,48.755615000000006,17.246068345749087,1970,1975
3518,Bolivia,Americas,5127783.0,13.537396833333332,15.595272412799076,1970,1975
3519,Brazil,Americas,108700512.0,13.109616666666668,42.006472491909385,1970,1975
3520,Canada,Americas,23136250.0,41.347881666666666,18.80564377570677,1970,1975
3521,Chile,Americas,10639534.0,30.723696666666665,-17.864551555826726,1970,1975
3522,Colombia,Americas,23403732.0,10.299999999999999,17.031630170316305,1970,1975
3523,Costa Rica,Americas,2111855.0,18.882681666666667,17.095588235294112,1970,1975
3524,Denmark,Europe,5058203.0,40.586109,7.37352257554027,1970,1975
3525,Dominican Republic,Americas,5106460.0,13.875399999999999,35.2491961414791,1970,1975
3526,Finland,Europe,4711384.0,25.172991166666666,19.461548539237516,1970,1975
3527,France,Europe,52450032.0,20.973526333333336,13.559135646340792,1970,1975
3528,Germany,Europe,78513512.0,44.61739566666666,11.089888290791228,1970,1975
3529,Ghana,Africa,10209847.0,12.1011085,-12.42290748898679,1970,1975
3530,Greece,Europe,8805416.0,26.983193666666665,24.33333333333334,1970,1975
3531,Haiti,Americas,5124563.0,10.875838333333334,10.146777281429475,1970,1975
3532,Honduras,Americas,3231637.0,13.603293666666666,15.60016729401923,1970,1975
3533,Hong Kong,Asia,4451227.0,12.63935,23.84864864864864,1970,1975
3534,Iceland,Europe,218080.0,34.532047999999996,27.680377612946728,1970,1975
3535,India,Asia,623524224.0,13.669348333333334,3.3236994219653093,1970,1975
3536,Indonesia,Asia,131213216.0,16.4920205,26.780021253985133,1970,1975
3537,Ireland,Europe,3157921.0,47.095728333333334,18.02449144823399,1970,1975
3538,Israel,Asia,3388093.0,50.43577080155324,25.26910865019747,1970,1975
3539,Italy,Europe,55093992.0,37.28789,10.528014459075653,1970,1975
3540,Japan,Asia,112411640.0,24.519014,16.77861017824851,1970,1975
3541,Mexico,Americas,58691880.0,14.852863333333334,16.557544012803717,1970,1975
3542,Netherlands,Europe,13663970.0,48.538421666666665,11.758846657929233,1970,1975
3543,New Zealand,Oceania,3095434.0,29.495895,11.617605831230726,1970,1975
3544,Nicaragua,Americas,2857464.0,14.842483333333334,12.323549182164474,1970,1975
3545,Norway,Europe,4007471.0,43.33562166666667,22.380028780579366,1970,1975
3546,Pakistan,Asia,68127000.0,19.292196666666666,2.768622280817401,1970,1975
3547,Panama,Americas,1734882.0,18.055398333333333,10.095497953615284,1970,1975
3548,Paraguay,Americas,2714669.0,11.810891333333332,22.61946902654868,1970,1975
3549,Peru,Americas,15441500.0,18.146368833333334,12.257854468500739,1970,1975
3550,Philippines,Asia,42394428.0,12.891957333333332,15.25604551920341,1970,1975
3551,Poland,Europe,33899768.0,26.880716666666668,31.170303202040238,1970,1975
3552,Portugal,Europe,9202708.0,23.37129283333333,19.073819348922516,1970,1975
3553,Romania,Europe,21167270.0,32.6771,31.8434197035965,1970,1975
3554,Russia,Europe,133841848.0,15.524402682720343,20.90101797704136,1970,1975
3555,South Africa,Africa,25777966.0,21.96189166666667,5.583126550868478,1970,1975
3556,South Korea,Asia,35930700.0,17.36331966666667,14.127537973117011,1970,1975
3557,South Korea,Asia,35930700.0,17.36331966666667,14.127537973117011,1970,1975
3558,South Korea,Asia,35930700.0,17.36331966666667,6.064419174470959,1970,1975
3559,Spain,Europe,35760432.0,12.328005666666668,32.730768870556794,1970,1975
3560,Sweden,Europe,8224408.0,31.726561215,11.534856184320885,1970,1975
3561,Switzerland,Europe,6338272.0,28.25609833333333,4.2122762340052855,1970,1975
3562,Thailand,Asia,40908472.0,17.650498333333335,15.666666666666673,1970,1975
3563,Turkey,Asia,39673588.0,22.537557666666668,30.03638017280581,1970,1975
3564,United Kingdom,Europe,56266852.0,48.26667833333334,10.033795594919015,1970,1975
3565,United States,Americas,211274544.0,34.114395,8.339594290007524,1970,1975
3566,Uruguay,Americas,2871956.0,21.86274933333333,6.637608966376085,1970,1975
3567,Venezuela,Americas,13176391.0,25.210438,7.168552554123875,1970,1975
3568,Argentina,Americas,26290258.0,16.582201666666666,5.773556610847286,1971,1976
3569,Australia,Oceania,14038078.0,31.965892323333332,10.326697294538034,1971,1976
3570,Austria,Europe,7563509.0,43.88898983333333,19.613752383295413,1971,1976
3571,Belgium,Europe,9773540.0,50.145845,19.61569255404323,1971,1976
3572,Bolivia,Americas,5244361.0,14.810957166666668,20.09678337603189,1971,1976
3573,Brazil,Americas,111286504.0,13.060041666666669,40.90366242038217,1971,1976
3574,Canada,Americas,23442118.0,42.11839,18.627646823811418,1971,1976
3575,Chile,Americas,10804876.0,32.643346666666666,-21.714350849196396,1971,1976
3576,Colombia,Americas,23913004.0,9.983333333333333,16.24435277941465,1971,1976
3577,Costa Rica,Americas,2167549.0,19.690968333333334,15.857396354250675,1971,1976
3578,Denmark,Europe,5078773.0,44.182449999999996,11.844594266867148,1971,1976
3579,Dominican Republic,Americas,5235324.0,13.741116666666665,30.843913368185216,1971,1976
3580,Finland,Europe,4725523.0,28.159673166666668,16.31223899775136,1971,1976
3581,France,Europe,52685272.0,21.191731333333333,13.685715798951325,1971,1976
3582,Germany,Europe,78364216.0,46.398051333333335,14.504162655037668,1971,1976
3583,Ghana,Africa,10509008.0,12.221907666666667,-20.992848127892305,1971,1976
3584,Greece,Europe,8890429.0,27.714381833333334,22.350601382706703,1971,1976
3585,Haiti,Americas,5222352.0,11.202321666666668,11.144760751059968,1971,1976
3586,Honduras,Americas,3334817.0,13.015554833333333,22.878535773710485,1971,1976
3587,Hong Kong,Asia,4558871.0,12.776183333333334,32.1038111780934,1971,1976
3588,Iceland,Europe,220256.0,34.990724666666665,19.69769962664096,1971,1976
3589,India,Asia,637451456.0,14.144925,3.885630498533721,1971,1976
3590,Indonesia,Asia,134521024.0,17.8652565,30.318602261048298,1971,1976
3591,Ireland,Europe,3205754.0,47.91773833333334,14.919036334913116,1971,1976
3592,Israel,Asia,3468125.0,54.05460913488657,15.613971912135405,1971,1976
3593,Italy,Europe,55388904.0,38.57196,15.711279729643568,1971,1976
3594,Japan,Asia,113624872.0,26.141237166666667,16.220944763809044,1971,1976
3595,Mexico,Americas,60452544.0,15.658721666666667,17.635995370370374,1971,1976
3596,Netherlands,Europe,13760114.0,49.815731666666665,12.711346506416788,1971,1976
3597,New Zealand,Oceania,3127819.0,30.53647833333333,9.26186863212659,1971,1976
3598,Nicaragua,Americas,2947459.0,15.341666666666667,12.48621222148687,1971,1976
3599,Norway,Europe,4026317.0,44.43233333333333,23.47232207045291,1971,1976
3600,Pakistan,Asia,70230928.0,19.131801666666664,8.086253369272246,1971,1976
3601,Panama,Americas,1779041.0,17.201401666666666,2.4309998172180602,1971,1976
3602,Paraguay,Americas,2782626.0,11.2109985,24.87955953200276,1971,1976
3603,Peru,Americas,15826812.0,19.3527335,9.067606536366558,1971,1976
3604,Philippines,Asia,43474372.0,13.485279,19.014573213046493,1971,1976
3605,Poland,Europe,34229712.0,28.369983333333334,25.24323603891776,1971,1976
3606,Portugal,Europe,9330205.0,27.240683333333333,16.061124171831587,1971,1976
3607,Romania,Europe,21449642.0,34.22965,21.599527013675868,1971,1976
3608,Russia,Europe,134764464.0,16.118051481335733,19.431378697606362,1971,1976
3609,South Africa,Africa,26480298.0,22.440983333333335,3.201335153997875,1971,1976
3610,South Korea,Asia,36456328.0,17.253583666666668,18.074675650566284,1971,1976
3611,South Korea,Asia,36456328.0,17.253583666666668,18.074675650566284,1971,1976
3612,South Korea,Asia,36456328.0,17.253583666666668,11.323548999348244,1971,1976
3613,Spain,Europe,36139072.0,12.128690166666667,31.95577893595076,1971,1976
3614,Sweden,Europe,8246992.0,32.23831328833334,12.032480314960626,1971,1976
3615,Switzerland,Europe,6302079.0,29.332864999999998,1.0860016664366867,1971,1976
3616,Thailand,Asia,41882128.0,17.333638333333333,21.199999999999996,1971,1976
3617,Turkey,Asia,40500996.0,22.653862500000002,29.5864262990456,1971,1976
3618,United Kingdom,Europe,56263232.0,49.535873333333335,10.728211009174316,1971,1976
3619,United States,Americas,213270032.0,34.426705,10.920718209395751,1971,1976
3620,Uruguay,Americas,2891097.0,23.399685333333334,11.597125929660912,1971,1976
3621,Venezuela,Americas,13566119.0,26.5605395,13.046340179041604,1971,1976
3622,Argentina,Americas,26713780.0,16.2769185,8.75924404272801,1972,1977
3623,Australia,Oceania,14193365.0,33.40790447833333,9.204936273518104,1972,1977
3624,Austria,Europe,7566357.0,45.321403000000004,18.52757877570039,1972,1977
3625,Belgium,Europe,9786372.0,51.691316666666665,14.665139616055844,1972,1977
3626,Bolivia,Americas,5363918.0,16.27955616666667,19.072737368128823,1972,1977
3627,Brazil,Americas,113939888.0,13.057728333333335,32.262773722627735,1972,1977
3628,Canada,Americas,23715310.0,42.883810000000004,16.45150453520181,1972,1977
3629,Chile,Americas,10969865.0,33.622455,-12.699530516431922,1972,1977
3630,Colombia,Americas,24443926.0,9.533333333333333,13.051608077786092,1972,1977
3631,Costa Rica,Americas,2225629.0,19.967601666666667,15.813528336380255,1972,1977
3632,Denmark,Europe,5094605.0,44.83525666666667,8.253394503915846,1972,1977
3633,Dominican Republic,Americas,5365077.0,13.342633333333334,22.47267759562841,1972,1977
3634,Finland,Europe,4738738.0,31.316328666666667,8.68259877506905,1972,1977
3635,France,Europe,52925440.0,21.48205683333333,13.443142871758141,1972,1977
3636,Germany,Europe,78221280.0,47.86091833333333,13.857166275066945,1972,1977
3637,Ghana,Africa,10825498.0,12.049637166666665,-15.794183445190157,1972,1977
3638,Greece,Europe,8983231.0,28.491749166666665,11.555743959304788,1972,1977
3639,Haiti,Americas,5323835.0,12.120505,10.581039755351673,1972,1977
3640,Honduras,Americas,3441121.0,12.901257166666667,28.799019607843146,1972,1977
3641,Hong Kong,Asia,4664905.0,12.425256666666668,31.546275395033852,1972,1977
3642,Iceland,Europe,221898.0,34.932886,23.603593228146956,1972,1977
3643,India,Asia,651685632.0,14.444218333333334,12.415349887133175,1972,1977
3644,Indonesia,Asia,137861536.0,18.751250833333334,26.121870571563544,1972,1977
3645,Ireland,Europe,3254661.0,48.02223166666667,16.985217964410126,1972,1977
3646,Israel,Asia,3541379.0,58.2130551860976,4.0574530050304425,1972,1977
3647,Italy,Europe,55649672.0,39.59129333333333,15.990021827252887,1972,1977
3648,Japan,Asia,114761520.0,27.779635,12.39041496201052,1972,1977
3649,Mexico,Americas,62262508.0,16.631471666666666,12.692943770672539,1972,1977
3650,Netherlands,Europe,13855560.0,50.84466333333333,12.545445490313266,1972,1977
3651,New Zealand,Oceania,3141172.0,31.066118333333335,1.169993117687551,1972,1977
3652,Nicaragua,Americas,3038689.0,16.1525,15.496368038740925,1972,1977
3653,Norway,Europe,4043365.0,45.47759,22.91917973462003,1972,1977
3654,Pakistan,Asia,72451112.0,18.867054999999997,12.096219931271479,1972,1977
3655,Panama,Americas,1823150.0,17.726495,-1.0590558248070314,1972,1977
3656,Paraguay,Americas,2852437.0,11.010554166666667,30.75903215114353,1972,1977
3657,Peru,Americas,16224614.0,20.254049,5.7790549169859595,1972,1977
3658,Philippines,Asia,44646516.0,13.865106833333334,19.29587000677049,1972,1977
3659,Poland,Europe,34561580.0,30.2867,18.745304282494367,1972,1977
3660,Portugal,Europe,9459002.0,30.698676000000003,12.75419545903258,1972,1977
3661,Romania,Europe,21678700.0,36.344883333333335,16.788321167883225,1972,1977
3662,Russia,Europe,135712064.0,16.72346424232947,19.489013796627486,1972,1977
3663,South Africa,Africa,27199844.0,23.477578333333337,1.1145038167938992,1972,1977
3664,South Korea,Asia,36911304.0,17.101716166666666,23.057918063863724,1972,1977
3665,South Korea,Asia,36911304.0,17.101716166666666,23.057918063863724,1972,1977
3666,South Korea,Asia,36911304.0,17.101716166666666,10.540778810945195,1972,1977
3667,Spain,Europe,36513080.0,11.883652166666666,23.61506057088023,1972,1977
3668,Sweden,Europe,8265245.0,33.281960688333335,7.705669481302779,1972,1977
3669,Switzerland,Europe,6280842.0,30.389118333333332,0.2904849210727978,1972,1977
3670,Thailand,Asia,42843796.0,16.84599,28.679109834888727,1972,1977
3671,Turkey,Asia,41385656.0,23.146661166666664,27.226617975248523,1972,1977
3672,United Kingdom,Europe,56244844.0,50.58180833333333,9.654482835240529,1972,1977
3673,United States,Americas,215437408.0,34.563786666666665,10.17942866136774,1972,1977
3674,Uruguay,Americas,2909324.0,24.014253333333333,17.100614941776794,1972,1977
3675,Venezuela,Americas,13965256.0,28.520344166666664,16.901222332342257,1972,1977
3676,Argentina,Americas,27146124.0,16.442390166666666,-1.946261129934601,1973,1978
3677,Australia,Oceania,14355814.0,34.56735398,6.922589759828512,1973,1978
3678,Austria,Europe,7560248.0,47.33437416666666,13.318070136251947,1973,1978
3679,Belgium,Europe,9800204.0,53.21957166666667,11.371720191762469,1973,1978
3680,Bolivia,Americas,5486139.0,17.420763333333333,15.198296513175414,1973,1978
3681,Brazil,Americas,116664384.0,13.03025,22.00131449227736,1973,1978
3682,Canada,Americas,23962686.0,43.720295,13.310363586907247,1973,1978
3683,Chile,Americas,11137754.0,32.97730333333333,0.3160156743774456,1973,1978
3684,Colombia,Americas,25003606.0,9.15,15.528061681907834,1973,1978
3685,Costa Rica,Americas,2286209.0,21.047606666666667,12.768739105171424,1973,1978
